OverallQual,OverallCond,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,SalePrice,Age
5,5,1,0,1,0,3,1,5,0,2,112500,35
5,5,1,0,1,0,3,1,6,2,2,167500,50
8,5,1,0,2,0,3,1,7,1,3,293077,1
5,5,1,0,1,0,3,1,6,1,1,105000,66
6,7,0,1,1,1,3,1,7,0,1,118000,34
5,8,0,0,2,0,5,2,10,0,0,160000,90
7,3,1,0,2,1,5,1,12,2,2,197000,89
8,7,1,0,2,1,5,1,10,1,3,310000,13
7,5,1,0,2,0,3,1,6,0,3,230000,4
5,7,0,0,1,0,2,1,5,1,1,119750,69
4,3,0,0,1,0,3,1,5,0,1,84000,52
9,5,1,0,2,0,2,1,6,1,3,315500,2
8,5,0,0,2,1,3,1,7,1,2,287000,7
4,6,0,0,1,1,3,1,6,1,0,97000,39
4,4,1,0,1,0,1,1,3,0,1,80000,39
5,4,1,0,2,0,3,1,8,1,2,155000,49
6,8,0,1,1,1,4,1,7,0,2,173000,42
6,5,1,0,2,0,1,1,5,1,2,196000,4
7,5,1,0,2,1,4,1,10,1,2,262280,18
8,5,1,0,2,1,4,1,9,1,2,278000,28
3,5,0,0,2,0,4,1,8,1,2,139600,54
9,5,0,0,3,1,4,1,11,1,3,556581,1
5,5,0,1,1,0,3,1,5,0,2,145000,14
5,4,0,0,1,0,3,1,9,1,2,115000,49
4,7,0,0,1,0,2,1,6,0,1,84900,64
7,5,0,0,2,0,3,1,6,0,2,176485,0
7,5,0,0,2,0,3,1,6,1,2,200141,0
6,6,0,1,1,1,4,1,9,1,2,165000,43
5,6,0,0,1,0,4,1,7,1,1,144500,53
8,5,1,0,2,1,3,1,7,1,2,255000,4
6,5,0,1,2,0,3,1,7,1,2,180000,32
7,5,1,0,2,0,2,1,6,1,2,185850,1
7,6,0,0,2,1,3,1,7,1,2,248000,15
9,5,1,0,2,1,3,1,10,1,3,335000,1
6,7,0,0,1,1,3,1,7,1,2,220000,75
8,5,1,0,2,0,2,1,6,0,2,213500,9
3,4,0,0,1,0,2,1,6,0,3,81000,73
5,5,0,0,2,0,5,2,10,0,2,90000,107
6,6,0,0,1,0,2,1,5,1,2,110500,81
5,6,0,0,1,1,3,1,6,1,2,154000,43
7,5,1,0,2,1,3,1,7,0,2,328000,14
6,7,0,0,2,1,3,1,7,1,2,178000,16
6,6,1,0,1,1,4,1,7,0,2,167900,44
6,4,1,0,2,1,5,1,10,1,2,151400,33
5,7,0,1,1,0,2,1,4,0,2,135000,58
5,5,1,0,1,0,3,1,6,0,1,135000,51
6,6,0,0,1,1,4,1,8,0,2,154000,41
5,3,1,1,1,0,4,1,7,1,1,91500,58
6,6,0,0,1,1,3,1,6,0,2,159500,32
7,5,0,0,2,0,2,1,5,0,3,194000,1
7,6,0,0,1,1,3,1,6,2,1,219500,67
5,8,0,1,2,0,3,1,7,1,2,170000,70
5,5,1,0,1,0,3,1,6,0,1,138800,37
6,5,1,0,1,0,1,1,3,1,2,155900,2
5,5,0,0,1,0,3,1,5,0,1,126000,13
6,7,0,1,2,0,3,1,5,0,2,145000,37
5,5,1,0,1,1,3,1,5,0,1,133000,47
7,5,0,0,2,0,3,1,6,1,2,192000,5
6,6,1,0,1,0,3,1,6,2,1,160000,42
6,5,0,0,2,1,3,1,6,1,2,187500,11
6,6,1,0,1,0,2,1,5,0,2,147000,18
4,5,0,0,1,1,3,1,6,0,1,83500,37
8,5,0,0,2,1,3,1,9,1,3,252000,4
7,5,0,0,2,0,3,1,7,0,2,137500,2
8,5,1,0,1,1,1,1,4,1,2,197000,1
3,4,0,0,2,0,2,2,6,0,2,92900,59
7,5,1,0,2,1,2,1,4,0,2,160000,9
6,5,0,0,2,0,4,1,7,1,2,136500,83
5,8,1,0,1,1,1,1,6,0,2,146000,41
5,7,1,0,1,0,2,1,4,0,1,129000,54
6,5,0,0,2,0,3,1,6,1,2,176432,1
6,7,0,0,1,1,3,1,7,0,0,127000,93
8,5,0,0,1,1,2,1,5,0,2,170000,21
4,6,0,0,1,0,3,1,6,0,1,128000,73
7,5,0,0,2,0,3,1,7,1,2,157000,31
2,5,0,0,1,0,1,1,3,0,1,60000,89
5,5,0,0,1,0,3,1,5,0,1,119500,36
5,7,0,0,1,0,2,1,6,0,1,135000,47
6,6,0,1,1,0,3,1,6,1,2,159500,47
5,5,0,0,2,1,3,1,6,0,2,106000,37
8,5,1,0,2,1,3,1,9,2,2,325000,16
7,5,1,0,2,0,3,1,6,1,2,179900,17
7,5,0,0,2,1,3,1,9,1,2,274725,0
6,5,0,0,2,1,3,1,7,1,2,181000,7
8,5,1,0,2,0,3,1,7,1,3,280000,5
6,5,1,0,2,1,3,1,8,1,2,188000,13
7,6,0,0,2,1,4,1,8,1,2,205000,32
5,7,1,0,1,0,2,1,5,0,1,129900,49
5,7,1,0,1,0,2,1,6,0,1,134500,54
5,7,0,0,1,0,2,1,4,0,1,117000,52
8,5,1,0,2,0,3,1,7,1,3,318000,0
8,5,1,0,2,1,3,1,7,1,2,184100,7
5,7,1,0,1,0,3,1,5,0,2,130000,41
5,6,0,1,1,0,3,1,6,0,1,140000,50
5,5,0,0,1,0,3,1,6,0,1,133700,47
6,5,0,0,1,0,2,1,6,1,1,118400,87
7,5,0,0,2,0,3,1,7,0,3,212900,1
4,3,0,0,1,0,3,1,5,0,1,112000,53
5,9,0,1,1,0,2,1,4,0,0,118000,62
7,5,0,0,2,1,3,1,7,1,2,163900,15
4,5,0,0,1,0,2,1,5,1,2,115000,54
7,5,0,0,2,0,2,1,7,1,3,174000,2
7,5,1,0,2,0,3,1,7,1,3,259000,3
7,5,0,0,2,1,4,1,8,1,2,215000,3
5,5,1,0,1,0,2,1,4,0,2,140000,27
4,3,1,0,2,0,4,1,7,2,2,135000,81
5,5,0,0,1,0,3,1,5,0,0,93500,16
6,4,0,0,2,0,5,1,8,0,1,117500,127
8,5,0,0,2,1,3,1,8,1,2,239500,14
6,5,0,0,2,1,3,1,7,1,2,169000,10
6,5,0,0,1,0,2,1,5,1,1,102000,81
6,5,0,0,1,0,3,1,6,0,1,119000,58
5,8,0,0,1,0,2,1,6,0,0,94000,135
6,5,1,0,2,0,2,1,5,2,2,196000,32
5,5,0,0,1,0,3,1,6,1,2,144000,87
5,7,1,0,1,0,2,1,4,0,2,139000,57
5,7,1,0,2,1,4,1,9,1,2,197500,33
8,5,1,0,3,0,4,1,11,1,3,424870,1
5,3,0,0,1,0,3,1,5,0,0,80000,49
4,4,1,0,1,0,2,1,5,0,1,80000,69
5,6,0,0,1,0,3,1,8,1,1,149000,78
6,5,1,0,2,0,3,1,5,1,2,180000,21
7,7,0,0,1,1,3,1,7,1,1,174500,68
7,7,0,0,1,0,2,1,5,1,1,116900,82
7,9,0,1,1,0,3,1,7,0,2,143000,89
6,5,0,0,1,0,2,1,4,1,1,124000,57
5,4,0,0,1,1,3,1,6,2,2,149900,47
6,7,0,0,1,0,2,1,6,1,2,230000,50
6,8,0,0,1,0,2,1,5,0,1,120500,78
7,6,0,0,1,2,4,1,8,2,2,201800,43
5,8,1,0,2,0,3,1,6,1,2,218000,31
5,8,0,1,2,0,3,1,6,1,2,179900,43
7,5,1,0,2,0,2,1,6,1,2,230000,2
8,5,0,0,2,0,3,1,7,0,3,235128,1
6,6,0,0,2,1,4,1,8,1,2,185000,34
6,5,0,0,2,1,3,1,7,1,2,146000,32
6,7,1,0,1,0,3,1,7,1,2,224000,54
5,5,0,0,1,0,3,1,5,1,2,129000,39
4,4,2,0,0,2,0,2,6,0,2,108959,39
5,7,1,0,1,1,2,1,5,1,2,194000,29
7,5,0,0,2,0,3,1,7,0,2,233170,0
8,5,0,0,2,0,3,1,7,0,3,245350,2
6,5,1,0,2,1,3,1,7,1,2,173000,6
6,7,0,0,2,0,4,1,7,2,2,235000,73
10,5,1,0,3,1,4,1,10,1,3,625000,11
6,6,1,0,1,0,3,1,6,1,1,171000,31
6,6,1,0,1,0,3,1,6,1,2,163000,50
7,5,0,0,2,1,2,1,5,0,2,171900,2
5,6,0,0,3,0,3,1,12,1,0,200500,61
6,8,0,0,2,1,4,1,9,1,2,239000,74
8,5,0,0,2,1,4,1,9,1,2,285000,15
5,5,1,0,1,0,3,1,5,0,1,119500,24
6,8,0,0,1,0,3,1,5,0,1,115000,83
5,6,0,0,1,1,3,1,7,1,1,154900,88
5,5,0,0,1,0,3,1,5,1,0,93000,52
7,5,0,0,2,1,4,1,8,0,2,250000,16
8,5,1,1,2,0,2,1,5,1,2,392500,0
10,5,1,0,3,1,4,1,10,2,3,745000,11
5,6,1,0,1,0,2,1,5,1,2,120000,86
5,4,1,0,1,1,3,1,5,2,3,186700,44
5,7,1,0,1,0,4,1,7,0,1,104900,82
3,5,1,0,2,0,3,2,7,0,2,95000,109
8,5,1,0,2,0,2,1,5,1,3,262000,12
7,5,0,0,2,1,3,1,7,0,2,195000,7
7,5,0,0,2,1,3,1,7,1,2,189000,11
4,4,1,0,1,0,3,1,7,1,4,168000,46
8,5,0,0,2,1,2,1,5,0,2,174000,8
5,8,0,0,1,0,3,1,6,0,1,125000,82
6,5,1,0,2,0,2,1,5,0,2,165000,10
6,7,0,0,1,1,4,1,7,0,1,158000,41
6,5,0,0,2,1,3,1,8,0,2,176000,3
7,5,0,0,2,1,4,1,9,1,3,219210,0
7,6,0,0,1,0,3,1,7,1,1,144000,90
7,5,0,0,2,0,3,1,6,0,2,178000,8
4,5,0,0,1,1,3,1,6,1,2,148000,43
4,5,0,0,1,0,3,1,5,0,1,116050,36
7,5,0,0,2,1,3,1,6,0,2,197900,11
5,8,1,0,1,0,3,1,5,1,1,117000,84
7,5,0,0,2,0,3,1,6,1,2,213000,9
5,6,1,0,1,1,3,1,6,0,2,153500,31
7,7,0,0,2,0,3,1,7,1,3,271900,19
4,4,1,0,1,0,2,1,5,0,1,107000,40
6,5,1,0,2,0,3,1,7,0,2,200000,3
5,7,1,0,1,0,3,1,6,0,2,140000,46
8,5,1,0,2,0,3,1,8,1,2,290000,0
6,5,0,0,2,1,3,1,8,1,2,189000,18
8,7,0,0,2,0,4,1,8,0,2,164000,22
4,6,1,0,1,0,2,1,4,0,1,113000,68
4,9,1,1,0,0,0,1,3,0,1,145000,41
5,5,1,0,1,0,3,1,6,0,1,134500,44
5,5,0,0,1,0,3,1,5,0,1,125000,41
6,5,0,0,2,0,4,2,8,0,2,112000,32
8,5,1,0,2,0,3,1,6,0,2,229456,0
4,5,0,0,1,0,2,1,3,0,0,80500,59
6,5,0,0,1,1,3,1,7,0,0,91500,35
5,5,0,0,1,0,2,1,5,0,1,115000,42
5,5,0,0,1,0,3,1,5,1,1,134000,40
6,6,0,0,2,0,3,1,7,1,1,143000,58
5,3,0,0,2,0,4,1,7,0,2,137900,55
7,5,1,0,2,1,3,1,8,1,2,184000,4
6,8,0,1,1,0,3,1,6,0,1,145000,49
6,5,0,0,2,1,4,1,9,1,3,214000,1
5,8,1,0,1,0,2,1,5,0,2,147000,43
9,5,1,0,1,1,1,1,7,1,3,367294,0
5,5,0,0,2,0,4,1,7,0,1,127000,48
5,5,0,0,2,2,4,2,12,1,2,190000,30
5,6,1,0,1,0,3,1,6,0,2,132500,44
4,5,0,0,2,0,2,2,6,0,2,101800,45
5,5,1,0,1,0,3,1,6,0,2,142000,51
5,6,0,0,1,1,4,1,7,0,0,130000,97
5,5,0,0,1,1,4,1,9,0,1,138887,92
7,5,0,0,2,1,2,1,6,0,2,175500,7
7,5,0,0,2,1,4,1,8,1,2,195000,2
6,5,0,0,1,1,3,1,6,0,2,142500,1
8,5,0,0,2,0,2,1,6,1,2,265900,1
7,5,1,0,2,1,3,1,8,0,2,224900,5
7,6,0,0,2,0,3,1,7,0,3,248328,0
7,6,1,0,2,0,3,1,6,2,2,170000,36
10,5,1,0,2,1,2,1,7,1,3,465000,0
8,7,0,0,1,0,3,1,7,2,2,230000,77
6,7,0,0,3,1,3,1,7,1,2,178000,23
7,5,0,0,2,1,3,1,6,0,2,186500,1
6,5,1,0,1,0,3,1,6,0,3,169900,34
6,5,0,0,1,1,3,1,8,1,2,129500,91
5,7,0,0,1,0,3,1,6,0,1,119000,57
7,5,1,0,2,1,3,1,8,2,2,244000,42
7,5,0,0,2,0,2,1,6,1,2,171750,3
5,6,1,0,1,0,3,1,5,0,1,130000,41
7,7,1,0,2,1,3,1,9,2,2,294000,33
7,5,0,0,2,1,3,1,7,1,2,165400,5
6,6,0,0,1,0,3,1,6,1,1,127500,76
8,5,1,0,2,0,2,1,7,1,2,301500,14
5,8,0,0,1,0,2,1,4,0,0,99900,87
7,5,1,0,2,0,2,1,5,0,2,190000,3
6,8,1,0,1,1,3,1,6,0,2,151000,39
6,5,0,0,2,1,3,1,7,1,2,181000,10
5,6,0,0,1,0,2,1,5,0,1,128900,53
4,5,1,0,1,0,5,1,8,2,1,161500,52
6,6,0,0,1,0,3,1,8,1,2,180500,88
6,5,1,0,2,0,2,1,5,0,2,181000,10
7,5,1,0,2,1,3,1,6,0,2,183900,7
7,4,0,0,1,1,4,2,9,1,1,122000,97
9,5,0,0,2,0,3,1,10,1,3,378500,2
8,9,0,0,3,1,4,1,11,2,3,381000,73
5,5,0,0,1,1,3,1,7,0,1,144000,49
7,6,2,0,0,1,0,1,4,1,2,260000,31
6,7,0,0,2,0,3,1,7,1,2,185750,41
5,6,1,0,1,0,3,1,5,0,1,137000,41
6,7,1,0,1,0,2,1,5,1,1,177000,49
5,6,0,0,2,0,3,1,8,1,2,139000,97
5,5,0,0,2,0,4,2,10,0,2,137000,59
6,6,0,1,1,1,3,1,6,1,2,162000,37
6,5,1,0,1,1,3,1,7,1,2,197900,42
8,5,1,0,2,1,3,1,7,1,2,237000,6
4,4,0,0,1,0,2,1,6,0,2,68400,90
7,5,1,0,2,0,3,1,6,0,2,227000,7
7,5,1,0,2,0,2,1,6,1,2,180000,16
5,7,0,0,2,0,3,1,5,0,2,150500,32
6,5,0,0,2,2,4,2,8,0,0,139000,39
6,7,0,0,2,0,4,1,10,1,1,169000,91
6,6,0,0,1,0,4,1,6,1,1,132500,70
6,5,1,0,1,1,3,1,6,2,2,143000,47
5,5,0,1,2,0,4,1,7,0,2,190000,42
8,5,1,0,2,0,2,1,5,1,2,278000,9
8,5,0,0,2,1,3,1,8,1,3,281000,0
5,7,1,0,1,0,3,1,6,1,2,180500,46
5,7,0,0,2,1,3,1,6,0,1,119500,37
5,4,0,0,2,0,4,2,11,0,1,107500,117
7,5,0,0,2,1,4,1,8,1,2,162900,30
5,7,1,0,1,0,2,1,5,0,2,115000,51
5,5,1,0,1,1,3,1,5,0,1,138500,38
5,6,1,0,2,0,3,1,6,0,2,155000,45
6,5,1,0,2,0,2,1,5,0,2,140000,1
10,5,2,0,2,1,3,1,12,3,2,160000,0
5,7,1,0,1,1,3,1,6,0,1,154000,51
7,5,0,0,2,1,3,1,9,1,2,225000,10
6,7,0,0,1,0,3,1,7,2,1,177500,67
8,5,1,0,2,1,4,1,8,1,3,290000,12
7,5,0,0,2,0,3,1,7,0,3,232000,1
7,5,0,0,2,0,3,1,7,0,2,130000,2
9,5,1,0,2,0,2,1,6,2,2,325000,3
7,5,0,0,2,0,2,1,6,1,2,202500,1
5,5,1,0,1,0,3,1,5,0,2,138000,15
5,7,1,0,1,0,2,1,6,0,2,147000,60
6,5,1,0,2,0,3,1,6,0,2,179200,17
7,8,1,0,2,0,3,1,7,2,2,335000,51
7,5,1,0,2,0,3,1,6,0,2,203000,2
8,5,0,0,2,1,4,1,9,1,2,302000,17
9,5,0,0,2,1,4,1,10,1,3,333168,11
4,6,1,0,1,0,3,1,5,1,1,119000,53
6,5,0,0,2,1,4,1,9,2,2,206900,39
8,5,1,0,2,0,3,1,8,1,3,295493,1
7,5,0,0,2,0,2,1,5,1,2,208900,1
8,5,0,0,2,0,3,1,7,1,3,275000,5
4,5,0,0,1,0,3,1,5,0,1,111000,53
6,3,1,0,1,1,3,1,6,2,2,156500,52
3,6,0,0,1,0,2,1,4,0,1,72500,59
7,5,1,0,2,1,3,1,8,1,2,190000,18
4,7,0,0,1,0,2,1,5,0,0,82500,69
8,5,0,0,2,0,2,1,7,1,3,147000,1
4,4,0,0,1,0,2,1,5,0,0,55000,86
3,6,0,0,1,0,3,1,6,0,0,79000,76
5,9,0,1,1,0,3,1,5,1,1,130500,26
6,7,0,0,2,0,5,1,8,2,2,256000,88
7,5,0,0,2,1,3,1,8,1,2,176500,8
8,5,0,0,2,0,3,1,7,1,3,227000,1
5,5,0,0,1,0,3,1,6,0,2,132500,30
4,6,1,0,1,0,2,1,3,1,1,100000,71
5,6,0,0,1,1,2,1,6,0,1,125500,68
5,6,0,0,1,1,3,1,7,0,2,125000,39
6,5,0,1,2,0,2,1,6,1,2,167900,32
5,5,0,0,2,0,4,2,8,0,2,135000,35
4,4,0,0,1,0,2,1,4,0,0,52500,65
7,5,1,0,2,1,3,1,8,0,2,200000,4
5,7,0,0,1,0,3,1,5,0,1,128500,34
4,5,0,0,1,0,3,1,5,0,4,123000,36
6,5,1,0,1,0,3,1,6,0,2,155000,5
8,5,0,0,2,1,3,1,7,1,2,228500,5
6,6,0,0,1,1,3,1,9,1,2,177000,81
7,5,0,0,2,1,3,1,8,1,2,155835,1
4,4,0,0,1,0,2,1,5,0,1,108500,87
7,7,0,0,2,0,3,1,9,1,2,262500,38
8,5,1,0,2,0,3,1,7,1,3,283463,1
7,5,1,0,2,0,3,1,5,1,2,215000,9
8,5,0,0,2,0,4,1,8,0,0,122000,136
5,5,1,1,2,2,6,2,12,0,4,200000,40
6,6,0,0,1,1,4,1,8,1,2,171000,46
6,9,0,0,1,0,2,1,4,0,2,134900,72
8,5,1,0,2,1,4,1,9,1,3,410000,15
7,5,1,0,2,1,3,1,7,1,3,235000,8
7,6,0,0,3,0,4,1,8,1,2,170000,38
5,5,0,0,1,0,3,1,5,0,1,110000,42
5,6,1,0,1,1,3,1,6,1,2,149900,39
6,5,0,0,2,1,3,1,5,0,2,177500,10
9,5,1,0,2,0,3,1,8,1,3,315000,2
5,6,0,0,3,1,4,1,8,0,2,189000,87
7,5,1,0,2,0,3,1,7,1,2,260000,4
4,4,0,0,2,0,4,1,7,1,1,104900,89
6,5,0,0,2,1,3,1,6,1,2,156932,1
7,5,0,0,2,1,2,1,4,0,2,144152,1
7,5,1,0,2,1,3,1,7,0,2,216000,10
7,5,1,0,2,1,3,1,7,0,2,193000,9
5,6,0,0,2,0,4,1,6,1,1,127000,29
6,5,1,0,1,0,1,1,4,0,2,144000,6
8,5,1,0,2,0,3,1,8,1,2,232000,7
4,6,0,0,1,0,2,1,6,0,1,105000,89
6,6,1,0,1,0,3,1,8,1,1,165500,53
7,6,1,0,2,1,3,1,8,1,2,274300,8
10,5,1,0,2,1,2,1,8,2,3,466500,6
7,5,0,0,2,1,3,1,9,1,3,250000,3
8,5,0,0,2,0,3,1,7,1,3,239000,0
6,5,0,0,1,0,2,1,4,0,1,91000,78
5,5,0,0,2,0,3,1,6,0,2,117000,68
6,5,0,0,1,1,2,1,5,0,1,83000,33
5,5,0,0,2,1,3,1,7,0,2,167500,2
3,3,1,0,1,0,2,1,5,0,1,58500,96
6,7,0,0,2,1,4,1,7,2,2,237500,38
7,7,1,0,1,1,4,1,8,0,2,157000,86
5,7,0,0,2,0,3,1,7,0,2,112000,89
6,5,0,0,1,0,2,1,6,0,1,105000,70
4,8,1,0,1,0,3,1,7,0,1,125500,88
7,5,1,0,3,1,5,1,12,2,2,250000,28
6,7,0,0,2,0,5,1,10,1,1,136000,91
9,5,1,0,2,0,3,1,7,2,3,377500,3
6,6,0,1,1,0,3,1,6,1,2,131000,66
7,5,1,0,2,0,3,1,6,0,2,235000,6
5,5,0,0,2,0,4,2,8,0,3,124000,42
5,5,1,0,1,0,3,1,6,1,1,123000,39
6,7,0,0,2,0,3,2,7,1,2,163000,103
7,5,1,0,2,0,2,1,6,1,3,246578,0
8,5,0,0,2,1,4,1,9,1,3,281213,2
5,5,1,0,1,0,3,1,7,2,2,160000,62
5,8,0,0,1,1,4,1,8,0,1,137500,87
5,4,1,0,1,1,3,1,7,0,1,138000,59
6,6,0,0,2,1,3,1,7,1,1,137450,84
6,7,0,0,1,0,3,1,5,1,1,120000,79
6,5,1,0,2,1,3,1,8,1,2,193000,4
7,5,0,0,2,0,2,1,6,1,2,193879,0
8,5,1,0,2,0,3,1,6,0,3,282922,0
3,4,0,0,1,0,3,1,6,0,3,105000,91
8,5,1,1,2,0,2,1,5,1,2,275000,4
5,7,1,0,1,0,2,1,5,0,2,133000,37
5,5,1,0,1,0,3,1,5,0,0,112000,24
4,7,0,0,1,0,3,1,6,0,2,125500,100
7,6,0,0,2,1,3,1,7,1,2,215000,22
7,5,1,0,2,1,3,1,6,0,2,230000,8
6,8,0,0,1,1,3,1,6,0,1,140000,59
4,5,0,0,2,0,2,2,6,0,2,90000,60
8,5,1,0,2,0,2,1,7,1,2,257000,4
6,7,0,0,1,1,4,1,8,1,2,207000,85
7,5,0,1,2,0,1,1,7,1,3,175900,2
4,6,0,0,2,0,4,2,11,0,2,122500,125
8,5,1,0,2,1,3,1,7,1,3,340000,11
5,5,1,0,1,1,3,1,6,0,1,124000,45
6,5,1,0,2,0,3,1,7,1,2,223000,37
6,6,0,0,2,1,3,1,7,1,2,179900,38
6,5,0,0,2,0,2,1,4,1,2,127500,33
6,5,1,0,1,0,1,1,3,0,2,136500,5
6,7,0,0,2,0,4,1,8,1,2,274970,40
5,5,1,0,1,0,2,1,6,1,1,144000,49
6,6,0,0,1,0,3,1,7,0,2,142000,49
7,5,1,0,2,1,3,1,5,2,2,271000,14
5,6,1,0,1,1,3,1,6,1,1,140000,63
5,7,1,0,1,0,2,1,4,2,1,119000,70
6,7,0,0,2,0,3,1,7,1,2,182900,26
5,5,0,0,2,1,4,1,7,1,2,192140,1
6,6,0,0,2,0,2,1,5,0,2,143750,33
4,6,0,0,2,0,4,1,5,0,1,64500,80
6,5,1,0,2,1,3,1,8,1,2,186500,8
5,5,1,0,2,0,3,1,5,1,2,160000,29
6,9,1,0,1,1,3,1,7,1,2,174000,46
4,6,0,0,1,0,3,1,5,0,2,120500,36
8,5,1,0,2,0,2,1,7,1,3,394617,0
6,7,1,0,1,0,2,1,6,0,2,149700,53
7,6,0,0,2,1,3,1,6,1,2,197000,28
6,7,0,0,2,0,3,1,11,1,2,191000,86
6,5,1,0,1,0,1,1,3,1,2,149300,4
10,5,1,0,2,1,3,1,10,1,3,310000,1
6,6,0,0,1,0,2,1,4,1,1,121000,93
7,5,0,0,2,0,3,1,7,0,2,179600,3
6,5,1,0,1,0,3,1,6,0,1,129000,41
5,7,0,0,1,0,3,1,6,0,1,157900,48
8,5,1,0,2,1,3,1,8,1,2,240000,12
4,7,0,0,1,1,2,1,6,0,1,112000,97
5,7,1,0,1,0,1,1,3,0,0,92000,36
5,5,0,0,2,2,4,2,8,0,0,136000,35
8,5,0,0,2,0,3,1,7,1,3,287090,1
5,5,1,0,1,0,2,1,5,0,2,145000,1
5,5,0,0,1,0,3,1,6,0,0,84500,0
7,5,1,0,2,0,2,1,6,0,2,185000,5
6,5,0,0,2,1,3,1,7,1,2,175000,8
6,6,1,0,2,0,3,1,7,2,2,210000,32
7,9,0,0,2,0,4,1,9,2,1,266500,69
5,6,1,0,1,0,2,1,5,0,1,142125,60
5,6,1,0,1,1,3,1,6,0,1,147500,43
